"Animal" "Sire" "Dam"
2121 1989 79
2122 1989 507
2123 1989 1132
2124 1989 702
2125 1606 1563
2126 1606 533
2127 1606 472
2128 1606 868
2129 1847 1349
2130 1847 905
2131 1847 503
2132 1847 1532
2133 690 1541
2134 690 1132
2135 690 1138
2136 690 1801
2137 658 1069
2138 658 814
2139 658 1120
2140 658 226
2141 1852 553
2142 1852 777
2143 1852 12
2144 1852 12
2145 443 164
2146 443 1308
2147 443 610
2148 443 1431
2149 1088 1779
2150 1088 1784
2151 1088 1691
2152 1088 1064
2153 403 1571
2154 403 1753
2155 403 914
2156 403 1191
2157 1415 200
2158 1415 893
2159 1415 418
2160 1415 1522
2161 1004 1356
2162 1004 1382
2163 1004 1855
2164 1004 1794
2165 1583 9
2166 1583 565
2167 1583 1506
2168 1583 860
2169 216 1510
2170 216 1577
2171 216 132
2172 216 751
2173 115 366
2174 115 1667
2175 115 1392
2176 115 1006
2177 1925 1389
2178 1925 654
2179 1925 533
2180 1925 1338
2181 163 576
2182 163 1331
2183 163 1530
2184 163 830
2185 1239 908
2186 1239 974
2187 1239 990
2188 1239 1289
2189 1179 1257
2190 1179 1509
2191 1179 845
2192 1179 1683
2193 332 1081
2194 332 1002
2195 332 633
2196 332 499
2197 593 136
2198 593 2
2199 593 1831
2200 593 725
2201 1552 1716
2202 1552 1159
2203 1552 85
2204 1552 1801
2205 1559 364
2206 1559 1303
2207 1559 1822
2208 1559 1062
2209 1426 1867
2210 1426 70
2211 1426 459
2212 1426 178
2213 1306 626
2214 1306 1857
2215 1306 1103
2216 1306 1298
2217 1850 999
2218 1850 1941
2219 1850 97
2220 1850 1386
2221 973 1699
2222 973 1021
2223 973 1307
2224 973 534
2225 455 763
2226 455 1250
2227 455 511
2228 455 1170
2229 1057 1577
2230 1057 1612
2231 1057 1866
2232 1057 181
2233 1573 1901
2234 1573 425
2235 1573 1607
2236 1573 1391
2237 275 104
2238 275 324
2239 275 1037
2240 275 368
2241 1460 495
2242 1460 1173
2243 1460 292
2244 1460 186
2245 176 1910
2246 176 1924
2247 176 1518
2248 176 948
2249 1503 385
2250 1503 791
2251 1503 1758
2252 1503 1693
2253 1905 1531
2254 1905 537
2255 1905 1138
2256 1905 1184
2257 160 1762
2258 160 1675
2259 160 1457
2260 160 882
2261 591 226
2262 591 288
2263 591 397
2264 591 93
2265 1230 435
2266 1230 1881
2267 1230 983
2268 1230 564
2269 371 1411
2270 371 1723
2271 371 248
2272 371 1002
2273 1339 1736
2274 1339 1162
2275 1339 681
2276 1339 982
2277 671 1168
2278 671 643
2279 671 221
2280 671 1948
2281 86 1393
2282 86 1037
2283 86 1030
2284 86 484
2285 937 114
2286 937 1714
2287 937 380
2288 937 1869
2289 334 187
2290 334 1970
2291 334 1754
2292 334 20
2293 1405 122
2294 1405 95
2295 1405 1112
2296 1405 740
2297 1729 1001
2298 1729 1590
2299 1729 1651
2300 1729 683
2301 940 688
2302 940 1417
2303 940 1562
2304 940 1490
2305 1878 1133
2306 1878 85
2307 1878 1208
2308 1878 547
2309 383 1067
2310 383 1626
2311 383 663
2312 383 63
2313 409 94
2314 409 1771
2315 409 151
2316 409 1155
2317 762 1433
2318 762 910
2319 762 852
2320 762 36
2321 1793 958
2322 1793 301
2323 1793 1308
2324 1793 380
2325 134 1655
2326 134 433
2327 134 855
2328 134 1686
2329 440 1745
2330 440 1836
2331 440 1085
2332 440 957
2333 1202 900
2334 1202 1043
2335 1202 1766
2336 1202 1105
2337 89 1787
2338 89 988
2339 89 1092
2340 89 876
2341 222 905
2342 222 172
2343 222 1356
2344 222 785
2345 1907 1935
2346 1907 809
2347 1907 1549
2348 1907 112
2349 1770 299
2350 1770 1302
2351 1770 1532
2352 1770 1076
2353 701 1041
2354 701 1511
2355 701 129
2356 701 1404
2357 1818 776
2358 1818 1178
2359 1818 1344
2360 1818 974
2361 117 439
2362 117 1213
2363 117 1169
2364 117 1792
2365 1462 1158
2366 1462 503
2367 1462 802
2368 1462 525
2369 1165 1868
2370 1165 1222
2371 1165 1929
2372 1165 1988
2373 427 154
2374 427 1144
2375 427 1355
2376 427 814
2377 770 812
2378 770 64
2379 770 1039
2380 770 133
2381 1102 1861
2382 1102 1117
2383 1102 1742
2384 1102 72
2385 1692 326
2386 1692 215
2387 1692 1423
2388 1692 1424
2389 1776 1505
2390 1776 51
2391 1776 1459
2392 1776 1168
2393 1223 836
2394 1223 203
2395 1223 849
2396 1223 609
2397 1066 1159
2398 1066 1875
2399 1066 1944
2400 1066 1897
2401 514 993
2402 514 925
2403 514 189
2404 514 1468
2405 624 1516
2406 624 528
2407 624 316
2408 624 412
2409 806 1612
2410 806 608
2411 806 599
2412 806 1089
2413 570 1185
2414 570 286
2415 570 782
2416 570 941
2417 920 447
2418 920 1906
2419 920 1609
2420 920 152
2421 228 1490
2422 228 1647
2423 228 25
2424 228 149
2425 1721 76
2426 1721 1388
2427 1721 1539
2428 1721 695
2429 1188 959
2430 1188 692
2431 1188 1429
2432 1188 565
2433 1873 1716
2434 1873 1018
2435 1873 328
2436 1873 1649
2437 890 1012
2438 890 388
2439 890 1193
2440 890 132
2441 1343 1513
2442 1343 751
2443 1343 1833
2444 1343 489
2445 540 1685
2446 540 1494
2447 540 876
2448 540 1715
2449 946 1414
2450 946 1126
2451 946 1268
2452 946 336
2453 417 1111
2454 417 1488
2455 417 668
2456 417 481
2457 1281 566
2458 1281 957
2459 1281 1039
2460 1281 11
2461 285 469
2462 285 1220
2463 285 733
2464 285 1331
2465 1116 660
2466 1116 299
2467 1116 1654
2468 1116 36
2469 558 1058
2470 558 620
2471 558 804
2472 558 1325
2473 1134 1254
2474 1134 1808
2475 1134 513
2476 1134 737
2477 1300 529
2478 1300 1995
2479 1300 209
2480 1300 1913
2481 374 1253
2482 374 30
2483 374 1421
2484 374 320
2485 1815 921
2486 1815 575
2487 1815 1738
2488 1815 1461
2489 1811 1158
2490 1811 265
2491 1811 977
2492 1811 1284
2493 1927 620
2494 1927 120
2495 1927 1414
2496 1927 1031
2497 639 507
2498 639 1737
2499 639 165
2500 639 1611
2501 1293 1218
2502 1293 626
2503 1293 780
2504 1293 861
2505 192 1755
2506 192 654
2507 192 379
2508 192 1668
2509 1595 1467
2510 1595 1888
2511 1595 495
2512 1595 1412
2513 138 894
2514 138 1643
2515 138 359
2516 138 1597
2517 480 1505
2518 480 1864
2519 480 958
2520 480 1479
2521 1147 760
2522 1147 1920
2523 1147 1109
2524 1147 1719
2525 144 1788
2526 144 1521
2527 144 1868
2528 144 1350
2529 1099 780
2530 1099 670
2531 1099 1981
2532 1099 1904
2533 1681 58
2534 1681 757
2535 1681 1024
2536 1681 1395
2537 501 1016
2538 501 608
2539 501 1894
2540 501 1240
2541 210 1298
2542 210 1652
2543 210 114
2544 210 547
2545 961 233
2546 961 757
2547 961 513
2548 961 73
2549 284 333
2550 284 1186
2551 284 1963
2552 284 1555
2553 1747 710
2554 1747 322
2555 1747 629
2556 1747 1500
2557 823 1899
2558 823 294
2559 823 717
2560 823 915
2561 468 461
2562 468 1393
2563 468 1824
2564 468 1726
2565 1369 204
2566 1369 1513
2567 1369 1694
2568 1369 817
2569 1886 519
2570 1886 1289
2571 1886 1006
2572 1886 461
2573 1999 1307
2574 1999 684
2575 1999 483
2576 1999 949
2577 1666 1531
2578 1666 583
2579 1666 1404
2580 1666 278
2581 991 1226
2582 991 1526
2583 991 1043
2584 991 1105
2585 1712 601
2586 1712 1310
2587 1712 1499
2588 1712 366
2589 91 1744
2590 91 1752
2591 91 1129
2592 91 1499
2593 80 379
2594 80 1832
2595 80 1131
2596 80 321
2597 1095 76
2598 1095 708
2599 1095 1806
2600 1095 1024
2601 1080 1481
2602 1080 241
2603 1080 438
2604 1080 913
2605 1287 1633
2606 1287 604
2607 1287 245
2608 1287 1987
2609 1232 221
2610 1232 11
2611 1232 1828
2612 1232 1007
2613 1040 395
2614 1040 1120
2615 1040 799
2616 1040 382
2617 277 147
2618 277 561
2619 277 300
2620 277 52
2621 1844 901
2622 1844 438
2623 1844 16
2624 1844 525
2625 1835 372
2626 1835 944
2627 1835 102
2628 1835 1735
2629 467 1271
2630 467 807
2631 467 447
2632 467 426
2633 338 1845
2634 338 802
2635 338 599
2636 338 1915
2637 1472 1922
2638 1472 1845
2639 1472 201
2640 1472 1705
2641 869 471
2642 869 1754
2643 869 1136
2644 869 1530
2645 773 325
2646 773 1529
2647 773 214
2648 773 143
2649 1370 909
2650 1370 509
2651 1370 1777
2652 1370 1859
2653 966 1894
2654 966 553
2655 966 627
2656 966 1143
2657 1653 1641
2658 1653 1275
2659 1653 1702
2660 1653 1143
2661 1175 789
2662 1175 361
2663 1175 1269
2664 1175 952
2665 1960 1829
2666 1960 1589
2667 1960 1062
2668 1960 1220
2669 225 2000
2670 225 918
2671 225 1686
2672 225 1216
2673 598 520
2674 598 1753
2675 598 1244
2676 598 239
2677 123 1055
2678 123 521
2679 123 1096
2680 123 355
2681 572 1527
2682 572 1291
2683 572 1554
2684 572 1647
2685 1710 136
2686 1710 727
2687 1710 419
2688 1710 423
2689 907 1658
2690 907 805
2691 907 1833
2692 907 1051
2693 1617 99
2694 1617 1109
2695 1617 252
2696 1617 346
2697 32 1144
2698 32 1320
2699 32 116
2700 32 700
2701 1789 583
2702 1789 1485
2703 1789 127
2704 1789 663
2705 1827 1599
2706 1827 434
2707 1827 1506
2708 1827 1990
2709 1317 1142
2710 1317 1668
2711 1317 1253
2712 1317 1757
2713 1212 1112
2714 1212 1257
2715 1212 1705
2716 1212 13
2717 560 1185
2718 560 1914
2719 560 59
2720 560 1456
2721 1171 1995
2722 1171 1383
2723 1171 1950
2724 1171 1525
2725 360 187
2726 360 686
2727 360 1334
2728 360 855
2729 979 772
2730 979 203
2731 979 917
2732 979 1196
2733 1926 1248
2734 1926 577
2735 1926 698
2736 1926 612
2737 714 546
2738 714 1176
2739 714 1728
2740 714 1861
2741 340 51
2742 340 449
2743 340 1489
2744 340 391
2745 208 594
2746 208 1523
2747 208 437
2748 208 408
2749 1377 557
2750 1377 1130
2751 1377 205
2752 1377 1592
2753 1676 451
2754 1676 179
2755 1676 708
2756 1676 801
2757 310 1178
2758 310 175
2759 310 1351
2760 310 483
2761 517 1540
2762 517 272
2763 517 323
2764 517 111
2765 1887 3
2766 1887 1334
2767 1887 647
2768 1887 579
2769 1504 911
2770 1504 1284
2771 1504 1256
2772 1504 999
2773 458 1831
2774 458 568
2775 458 1950
2776 458 1646
2777 1316 724
2778 1316 6
2779 1316 400
2780 1316 1271
2781 166 300
2782 166 1218
2783 166 1445
2784 166 390
2785 1961 1205
2786 1961 48
2787 1961 989
2788 1961 776
2789 1706 1516
2790 1706 1031
2791 1706 1866
2792 1706 650
2793 1045 189
2794 1045 243
2795 1045 1275
2796 1045 1562
2797 1122 550
2798 1122 1690
2799 1122 170
2800 1122 490
2801 1983 1385
2802 1983 1786
2803 1983 240
2804 1983 1081
2805 103 27
2806 103 1717
2807 103 716
2808 103 87
2809 625 1437
2810 625 541
2811 625 1340
2812 625 87
2813 569 843
2814 569 149
2815 569 387
2816 569 705
2817 1846 819
2818 1846 311
2819 1846 1278
2820 1846 19
2821 1856 732
2822 1856 1302
2823 1856 1022
2824 1856 1953
2825 1449 568
2826 1449 1921
2827 1449 622
2828 1449 346
2829 1853 964
2830 1853 1259
2831 1853 1880
2832 1853 201
2833 1720 1646
2834 1720 1529
2835 1720 1273
2836 1720 377
2837 367 1030
2838 367 897
2839 367 1203
2840 367 1688
2841 697 1564
2842 697 728
2843 697 263
2844 697 406
2845 414 1267
2846 414 758
2847 414 1689
2848 414 239
2849 1635 1162
2850 1635 1702
2851 1635 22
2852 1635 1240
2853 796 390
2854 796 656
2855 796 1922
2856 796 1446
2857 930 1648
2858 930 1683
2859 930 1863
2860 930 634
2861 1986 238
2862 1986 1665
2863 1986 842
2864 1986 889
2865 674 1672
2866 674 1859
2867 674 482
2868 674 245
2869 269 386
2870 269 1094
2871 269 1091
2872 269 1394
2873 126 1651
2874 126 266
2875 126 1190
2876 126 93
2877 995 88
2878 995 1935
2879 995 1431
2880 995 1421
2881 1153 460
2882 1153 1654
2883 1153 50
2884 1153 1543
2885 1174 988
2886 1174 939
2887 1174 1840
2888 1174 289
2889 365 6
2890 365 100
2891 365 1193
2892 365 1371
2893 835 1474
2894 835 1197
2895 835 1248
2896 835 311
2897 183 1865
2898 183 233
2899 183 716
2900 183 617
2901 1464 1085
2902 1464 1113
2903 1464 1990
2904 1464 515
2905 934 661
2906 934 19
2907 934 327
2908 934 158
2909 1210 978
2910 1210 243
2911 1210 746
2912 1210 975
2913 699 1522
2914 699 1402
2915 699 1079
2916 699 941
2917 1070 872
2918 1070 1123
2919 1070 1543
2920 1070 1669
2921 943 178
2922 943 1089
2923 943 939
2924 943 589
2925 8 429
2926 8 1217
2927 8 1285
2928 8 529
2929 231 1429
2930 231 607
2931 231 1489
2932 231 315
2933 101 1412
2934 101 1979
2935 101 649
2936 101 27
2937 1663 344
2938 1663 1245
2939 1663 562
2940 1663 1564
2941 247 1346
2942 247 1305
2943 247 1157
2944 247 249
2945 1567 1620
2946 1567 457
2947 1567 1967
2948 1567 1945
2949 302 1608
2950 302 668
2951 302 135
2952 302 425
2953 342 1597
2954 342 320
2955 342 1351
2956 342 880
2957 1645 309
2958 1645 237
2959 1645 1285
2960 1645 1458
2961 778 1000
2962 778 209
2963 778 1477
2964 778 1157
2965 56 844
2966 56 1802
2967 56 1481
2968 56 678
2969 1596 1067
2970 1596 1675
2971 1596 303
2972 1596 278
2973 1068 258
2974 1068 782
2975 1068 817
2976 1068 1680
2977 1272 859
2978 1272 1055
2979 1272 266
2980 1272 686
2981 1618 1772
2982 1618 952
2983 1618 534
2984 1618 1588
2985 539 554
2986 539 1276
2987 539 760
2988 539 474
2989 1517 1433
2990 1517 1227
2991 1517 882
2992 1517 1642
2993 980 68
2994 980 1380
2995 980 1476
2996 980 1422
2997 82 1849
2998 82 1447
2999 82 385
3000 82 1977
3001 1931 431
3002 1931 1276
3003 1931 837
3004 1931 875
3005 790 636
3006 790 23
3007 790 314
3008 790 523
3009 822 688
3010 822 1381
3011 822 728
3012 822 816
3013 357 133
3014 357 1708
3015 357 53
3016 357 180
3017 420 1318
3018 420 25
3019 420 1536
3020 420 1937
3021 1734 1149
3022 1734 16
3023 1734 271
3024 1734 1129
3025 779 1724
3026 779 1527
3027 779 1173
3028 779 155
3029 765 422
3030 765 1420
3031 765 1164
3032 765 255
3033 1841 1817
3034 1841 1803
3035 1841 1648
3036 1841 1787
3037 43 1111
3038 43 469
3039 43 305
3040 43 1689
3041 938 408
3042 938 1773
3043 938 2000
3044 938 30
3045 1032 124
3046 1032 1727
3047 1032 1821
3048 1032 1880
3049 1778 1883
3050 1778 68
3051 1778 733
3052 1778 1636
3053 1959 696
3054 1959 1568
3055 1959 1799
3056 1959 1783
3057 264 609
3058 264 1667
3059 264 1672
3060 264 478
3061 1819 1812
3062 1819 889
3063 1819 1795
3064 1819 400
3065 924 1076
3066 924 362
3067 924 1587
3068 924 983
3069 1662 649
3070 1662 1424
3071 1662 1314
3072 1662 993
3073 871 1389
3074 871 336
3075 871 1679
3076 871 607
3077 1640 52
3078 1640 1222
3079 1640 832
3080 1640 258
3081 1711 771
3082 1711 1101
3083 1711 1813
3084 1711 1526
3085 1687 706
3086 1687 1130
3087 1687 1727
3088 1687 696
3089 1322 1364
3090 1322 1427
3091 1322 849
3092 1322 637
3093 479 1685
3094 479 504
3095 479 1255
3096 479 616
3097 1347 732
3098 1347 771
3099 1347 982
3100 1347 7
3101 803 92
3102 803 323
3103 803 634
3104 803 199
3105 256 112
3106 256 137
3107 256 1155
3108 256 971
3109 972 1495
3110 972 704
3111 972 1924
3112 972 616
3113 350 629
3114 350 497
3115 350 1820
3116 350 124
3117 1487 1979
3118 1487 257
3119 1487 1260
3120 1487 426
3121 834 1997
3122 834 499
3123 834 1840
3124 834 48
3125 567 1788
3126 567 1056
3127 567 1641
3128 567 1588
3129 1538 1152
3130 1538 1445
3131 1538 735
3132 1538 314
3133 1560 463
3134 1560 911
3135 1560 1843
3136 1560 1103
3137 413 1208
3138 413 488
3139 413 353
3140 413 73
3141 863 936
3142 863 466
3143 863 493
3144 863 975
3145 1956 1893
3146 1956 1196
3147 1956 566
3148 1956 860
3149 1104 747
3150 1104 397
3151 1104 1020
3152 1104 1855
3153 552 729
3154 552 276
3155 552 866
3156 552 65
3157 498 650
3158 498 735
3159 498 1452
3160 498 200
3161 1035 1802
3162 1035 744
3163 1035 1391
3164 1035 1708
3165 556 1207
3166 556 1145
3167 556 1820
3168 556 1949
3169 976 1777
3170 976 585
3171 976 1936
3172 976 622
3173 892 1518
3174 892 304
3175 892 315
3176 892 1970
3177 1183 418
3178 1183 362
3179 1183 388
3180 1183 791
3181 1247 375
3182 1247 1972
3183 1247 1398
3184 1247 1765
3185 236 476
3186 236 1388
3187 236 1423
3188 236 157
3189 1337 1857
3190 1337 1714
3191 1337 100
3192 1337 923
3193 998 830
3194 998 1893
3195 998 915
3196 998 69
3197 831 963
3198 831 1444
3199 831 1094
3200 831 470
3201 1524 1876
3202 1524 273
3203 1524 1378
3204 1524 518
3205 1390 604
3206 1390 532
3207 1390 1958
3208 1390 130
3209 874 437
3210 874 1697
3211 874 832
3212 874 1478
3213 492 685
3214 492 1160
3215 492 1832
3216 492 1920
3217 1891 1945
3218 1891 1417
3219 1891 1608
3220 1891 925
3221 657 509
3222 657 1500
3223 657 893
3224 657 1904
3225 1508 1863
3226 1508 868
3227 1508 1962
3228 1508 994
3229 197 551
3230 197 1536
3231 197 318
3232 197 179
3233 1982 1939
3234 1982 821
3235 1982 58
3236 1982 1717
3237 1895 5
3238 1895 1071
3239 1895 1558
3240 1895 1010
3241 343 1296
3242 343 801
3243 343 391
3244 343 1881
3245 141 463
3246 141 252
3247 141 1408
3248 141 140
3249 722 1069
3250 722 169
3251 722 1259
3252 722 324
3253 1912 795
3254 1912 250
3255 1912 1305
3256 1912 1321
3257 642 1187
3258 642 754
3259 642 431
3260 642 785
3261 1180 301
3262 1180 84
3263 1180 656
3264 1180 759
3265 986 1896
3266 986 1136
3267 986 1953
3268 986 353
3269 1547 1442
3270 1547 156
3271 1547 1806
3272 1547 481
3273 1313 1987
3274 1313 152
3275 1313 1679
3276 1313 1550
3277 1294 537
3278 1294 1511
3279 1294 1902
3280 1294 1715
3281 1638 276
3282 1638 432
3283 1638 933
3284 1638 725
3285 675 1828
3286 675 20
3287 675 59
3288 675 1731
3289 1528 1796
3290 1528 1324
3291 1528 1512
3292 1528 768
3293 369 902
3294 369 470
3295 369 963
3296 369 1368
3297 1748 1936
3298 1748 1824
3299 1748 1238
3300 1748 877
3301 453 724
3302 453 1910
3303 453 1673
3304 453 613
3305 996 1512
3306 996 70
3307 996 368
3308 996 348
3309 1332 1191
3310 1332 702
3311 1332 1244
3312 1332 1921
3313 1952 105
3314 1952 1669
3315 1952 1197
3316 1952 518
3317 530 1101
3318 530 706
3319 530 240
3320 530 1477
3321 1996 1897
3322 1996 859
3323 1996 432
3324 1996 1229
3325 1682 1509
3326 1682 902
3327 1682 1768
3328 1682 786
3329 1602 1340
3330 1602 34
3331 1602 703
3332 1602 1190
3333 864 535
3334 864 1145
3335 864 298
3336 864 490
3337 689 1079
3338 689 1461
3339 689 9
3340 689 685
3341 824 78
3342 824 532
3343 824 162
3344 824 594
3345 774 804
3346 774 1604
3347 774 105
3348 774 157
3349 142 1012
3350 142 1848
3351 142 1792
3352 142 809
3353 1074 1919
3354 1074 1093
3355 1074 1061
3356 1074 1655
3357 1810 704
3358 1810 1065
3359 1810 1782
3360 1810 1761
3361 586 727
3362 586 758
3363 586 1813
3364 586 856
3365 833 1862
3366 833 1978
3367 833 72
3368 833 1184
3369 392 945
3370 392 349
3371 392 1631
3372 392 543
3373 1809 263
3374 1809 1919
3375 1809 1864
3376 1809 1981
3377 1839 1214
3378 1839 528
3379 1839 1227
3380 1839 1386
3381 1027 1643
3382 1027 789
3383 1027 1381
3384 1027 511
3385 329 1020
3386 329 866
3387 329 1510
3388 329 1694
3389 1005 1345
3390 1005 111
3391 1005 948
3392 1005 1482
3393 502 1825
3394 502 1521
3395 502 1902
3396 502 387
3397 792 1452
3398 792 978
3399 792 448
3400 792 1988
3401 548 579
3402 548 577
3403 548 272
3404 548 97
3405 196 1383
3406 196 1752
3407 196 1726
3408 196 684
3409 428 1576
3410 428 754
3411 428 1438
3412 428 143
3413 522 1008
3414 522 1016
3415 522 147
3416 522 375
3417 44 1834
3418 44 212
3419 44 150
3420 44 1254
3421 1882 1255
3422 1882 476
3423 1882 842
3424 1882 1022
3425 847 1214
3426 847 836
3427 847 1566
3428 847 1382
3429 997 504
3430 997 1519
3431 997 1554
3432 997 137
3433 838 289
3434 838 917
3435 838 747
3436 838 1822
3437 291 1371
3438 291 858
3439 291 1825
3440 291 1392
3441 1535 1329
3442 1535 294
3443 1535 1114
3444 1535 1665
3445 287 1454
3446 287 1673
3447 287 588
3448 287 199
3449 651 1152
3450 651 127
3451 651 520
3452 651 508
3453 826 647
3454 826 1758
3455 826 984
3456 826 1719
3457 1497 933
3458 1497 1437
3459 1497 526
3460 1497 1304
3461 1629 1797
3462 1629 950
3463 1629 1387
3464 1629 1320
3465 1791 1036
3466 1791 1226
3467 1791 928
3468 1791 1614
3469 128 249
3470 128 1917
3471 128 1049
3472 128 1251
3473 1228 1962
3474 1228 1901
3475 1228 1731
3476 1228 478
3477 602 1237
3478 602 1304
3479 602 482
3480 602 1799
3481 1042 348
3482 1042 1344
3483 1042 756
3484 1042 947
3485 1348 1829
3486 1348 1750
3487 1348 1742
3488 1348 1843
3489 244 1059
3490 244 562
3491 244 1514
3492 244 781
3493 1570 429
3494 1570 1768
3495 1570 1060
3496 1570 325
3497 1874 1041
3498 1874 1736
3499 1874 1939
3500 1874 322
3501 655 1059
3502 655 92
3503 655 1494
3504 655 1917
3505 1713 1488
3506 1713 908
3507 1713 795
3508 1713 816
3509 415 844
3510 415 912
3511 415 947
3512 415 1888
3513 1903 1160
3514 1903 1940
3515 1903 1311
3516 1903 223
3517 121 484
3518 121 944
3519 121 1187
3520 121 1380
3521 1838 899
3522 1838 1794
3523 1838 1376
3524 1838 667
3525 798 1782
3526 798 1862
3527 798 1167
3528 798 1092
3529 879 1133
3530 879 1123
3531 879 1949
3532 879 448
3533 800 990
3534 800 281
3535 800 1398
3536 800 810
3537 783 1010
3538 783 355
3539 783 1745
3540 783 1568
3541 1367 1817
3542 1367 1723
3543 1367 829
3544 1367 1207
3545 1282 1314
3546 1282 1007
3547 1282 406
3548 1282 50
3549 659 931
3550 659 1378
3551 659 64
3552 659 191
3553 77 1948
3554 77 1693
3555 77 557
3556 77 497
3557 1533 992
3558 1533 1523
3559 1533 909
3560 1533 1291
3561 745 255
3562 745 1976
3563 745 971
3564 745 1376
3565 1014 1454
3566 1014 241
3567 1014 356
3568 1014 1724
3569 1619 1345
3570 1619 740
3571 1619 700
3572 1619 422
3573 839 1906
3574 839 1346
3575 839 1065
3576 839 748
3577 213 837
3578 213 710
3579 213 78
3580 213 756
3581 1108 206
3582 1108 1784
3583 1108 436
3584 1108 462
3585 270 1610
3586 270 1051
3587 270 843
3588 270 435
3589 1361 237
3590 1361 116
3591 1361 984
3592 1361 1113
3593 456 575
3594 456 1470
3595 456 723
3596 456 328
3597 1909 914
3598 1909 1318
3599 1909 1587
3600 1909 521
3601 185 1385
3602 185 1674
3603 185 759
3604 185 1555
3605 159 1642
3606 159 872
3607 159 1166
3608 159 344
3609 261 949
3610 261 1486
3611 261 1972
3612 261 519
3613 1492 1771
3614 1492 94
3615 1492 1514
3616 1492 1780
3617 1365 1980
3618 1365 1563
3619 1365 977
3620 1365 1357
3621 242 286
3622 242 102
3623 242 257
3624 242 1465
3625 713 1485
3626 713 595
3627 713 1115
3628 713 1093
3629 1451 781
3630 1451 623
3631 1451 810
3632 1451 1071
3633 1434 1142
3634 1434 1929
3635 1434 1865
3636 1434 646
3637 605 170
3638 605 1633
3639 605 612
3640 605 1164
3641 742 637
3642 742 959
3643 742 670
3644 742 1652
3645 1496 46
3646 1496 1324
3647 1496 265
3648 1496 206
3649 168 172
3650 168 807
3651 168 698
3652 168 1738
3653 615 298
3654 615 1060
3655 615 1169
3656 615 1915
3657 1616 1620
3658 1616 554
3659 1616 1765
3660 1616 1409
3661 1054 1325
3662 1054 729
3663 1054 1968
3664 1054 1366
3665 1181 175
3666 1181 1471
3667 1181 1203
3668 1181 1876
3669 753 1117
3670 753 1605
3671 753 660
3672 753 1605
3673 857 880
3674 857 561
3675 857 877
3676 857 1550
3677 1664 596
3678 1664 678
3679 1664 1350
3680 1664 922
3681 1053 965
3682 1053 472
3683 1053 281
3684 1053 799
3685 1578 1397
3686 1578 1430
3687 1578 901
3688 1578 1539
3689 761 964
3690 761 1167
3691 761 1025
3692 761 372
3693 67 1658
3694 67 640
3695 67 797
3696 67 856
3697 1759 812
3698 1759 1170
3699 1759 1457
3700 1759 1056
3701 1047 523
3702 1047 1427
3703 1047 1614
3704 1047 723
3705 1916 1571
3706 1916 488
3707 1916 1688
3708 1916 1229
3709 600 1213
3710 600 1991
3711 600 1558
3712 600 1409
3713 1885 1478
3714 1885 69
3715 1885 1980
3716 1885 1368
3717 1767 1025
3718 1767 214
3719 1767 384
3720 1767 769
3721 37 1106
3722 37 1373
3723 37 451
3724 37 326
3725 865 1761
3726 865 681
3727 865 1755
3728 865 845
3729 1756 1458
3730 1756 576
3731 1756 262
3732 1756 1321
3733 1299 1913
3734 1299 1333
3735 1299 646
3736 1299 1475
3737 1613 1766
3738 1613 825
3739 1613 596
3740 1613 821
3741 1574 1580
3742 1574 140
3743 1574 1470
3744 1574 313
3745 24 223
3746 24 1238
3747 24 1036
3748 24 1684
3749 1984 541
3750 1984 1812
3751 1984 1744
3752 1984 462
3753 644 1217
3754 644 1525
3755 644 1310
3756 644 181
3757 631 304
3758 631 627
3759 631 1338
3760 631 1796
3761 1625 250
3762 1625 309
3763 1625 1650
3764 1625 165
3765 1352 589
3766 1352 1061
3767 1352 1420
3768 1352 578
3769 1923 936
3770 1923 1580
3771 1923 768
3772 1923 1586
3773 951 717
3774 951 1977
3775 951 1875
3776 951 1124
3777 1384 412
3778 1384 1366
3779 1384 1456
3780 1384 205
3781 652 1589
3782 652 1680
3783 652 1944
3784 652 271
3785 1974 1610
3786 1974 1329
3787 1974 1914
3788 1974 313
3789 254 1251
3790 254 1364
3791 254 1599
3792 254 423
3793 531 1296
3794 531 1397
3795 531 395
3796 531 543
3797 1194 63
3798 1194 1231
3799 1194 555
3800 1194 1623
3801 487 1231
3802 487 1604
3803 487 238
3804 487 1149
3805 486 1611
3806 486 928
3807 486 899
3808 486 777
3809 665 748
3810 665 1442
3811 665 1017
3812 665 610
3813 1013 377
3814 1013 1387
3815 1013 931
3816 1013 493
3817 1942 1955
3818 1942 935
3819 1942 737
3820 1942 1357
3821 337 1486
3822 337 274
3823 337 1448
3824 337 1402
3825 450 945
3826 450 1126
3827 450 1899
3828 450 994
3829 251 449
3830 251 436
3831 251 1479
3832 251 1607
3833 229 1836
3834 229 1636
3835 229 378
3836 229 382
3837 358 1444
3838 358 204
3839 358 1114
3840 358 191
3841 846 1058
3842 846 923
3843 846 912
3844 846 1260
3845 1775 1867
3846 1775 906
3847 1775 1422
3848 1775 292
3849 1077 1631
3850 1077 327
3851 1077 46
3852 1077 1586
3853 738 1541
3854 738 935
3855 738 1237
3856 738 950
3857 33 489
3858 33 1261
3859 33 65
3860 33 692
3861 1224 1333
3862 1224 1697
3863 1224 262
3864 1224 433
3865 407 1566
3866 407 894
3867 407 1373
3868 407 1327
3869 139 1623
3870 139 744
