Animal Phen_1 Phen_2 Phen_3 Phen_4 Phen_5 Phen_6 Phen_7 Phen_8 Phen_9 Phen_10
8192 2.6695023625 4.4564136017 2.2947269565 4.3930820369 5.6487784686 6.7466682789 8.2950110418 9.6101276503 1.419633859 4.9082062223
8193 3.0632183794 3.1272316176 5.8200093623 3.3911194796 6.2453326483 2.7269658841 7.7923040264 7.3516791489 5.3020371449 1.2601326126
8194 2.4622034147 2.6621373435 2.7013591801 5.8838179233 4.5316826966 1.8062902301 12.3596336665 4.2335752795 5.9102571871 7.9228057001
8195 2.8621394735 -0.0087261553 1.5331616274 5.6439765736 4.2940697332 5.8769595843 5.8810348846 7.3817727654 8.0727219527 4.6903186301
8196 2.200028585 2.4449563724 6.2480384082 4.6126632749 6.1550025228 1.4691568012 5.4814276245 14.1345213468 11.7977024246 3.3534822336
8197 1.3858476024 2.0241195742 2.146317782 4.3675521252 1.2417456009 2.3563895312 4.7532131697 6.2424479985 -4.7838257248 4.94008366
8198 1.6529143706 4.92947924 5.336008848 5.1278118144 5.6873753606 6.7778658221 4.3607382814 6.027850969 10.3568153921 10.3809577936
8199 3.5387089658 1.0263349803 2.034230866 2.6355924236 2.7520517281 4.5866179775 12.6573509034 7.0917865842 5.7266318244 2.709324722
8200 2.8018517657 4.4819307037 3.0390042861 5.3744150946 5.3046126428 2.4841596857 6.2960584647 2.8648668733 13.1269676929 3.2960873277
8201 1.385362431 3.1899030115 2.6901144586 5.4265429353 6.4173290329 3.4112088914 11.490771936 5.8883189565 4.7542379777 6.0899599945
8202 1.788513203 2.8434165452 5.8874562357 5.9554570719 1.7650805483 4.3810102915 5.4463495409 9.1550052409 19.1689706813 10.6313426899
8203 1.5158494069 3.4189702402 4.6953984717 3.4402290962 5.163336332 5.8038667451 7.6334265466 9.9551339103 9.5877806124 2.3249658322
8204 2.3114371965 1.0870004376 1.6614997433 5.2253692444 1.2944717296 5.1323200317 6.1362538407 8.2686665367 4.0922352554 10.5316795416
8205 3.4473066395 3.4543830102 4.1973613307 4.9625669262 4.1052034671 5.570611827 1.7587524868 6.5810840112 18.3924108613 9.5426397602
8206 1.6499652385 3.7105552272 4.4031649505 3.9809943379 1.9311004585 2.3495278347 5.0011591035 8.5022091647 6.0830454013 5.0693490911
8207 0.4987548378 2.6561487629 1.2607295568 6.3821413408 3.3326324582 4.1007731365 5.6258047941 8.168192414 3.9692166311 8.0567305491
8208 1.2777633758 3.0988680544 4.8497677409 9.0099050688 6.7956920434 1.7958531457 6.8424951562 10.0547681357 10.0208783216 4.1747242129
8209 1.5638682246 3.2514512592 3.3546592057 5.3264128883 5.0694307127 2.6260999614 5.5776110835 11.500633472 4.4044972404 4.4808097033
8210 3.1838376548 -0.2504933494 2.9999829525 6.1695586739 4.5560107663 2.1182277227 7.6477627643 6.065979226 6.7262513368 10.4337796332
8211 3.5423956665 1.5817013693 4.6978628095 4.3551864455 4.3288085882 4.2320984997 12.7115487543 18.4244999645 4.8722068609 8.3424678493
8212 2.2892957271 3.7061656426 5.1749714561 5.3056830109 3.1506759668 4.703085936 4.8970941058 11.1713809529 8.7364950221 2.9016204366
8213 0.8877100102 1.3013790179 3.9656603949 3.6781594912 5.9066728364 4.7052363509 3.8813652553 9.0814445934 2.1612471442 2.9368110805
8214 1.3317185447 0.3292783204 2.6187003738 5.9054922822 9.1855465852 1.9658307754 12.1348244952 10.7418801294 7.4606477552 4.1023538913
8215 2.6639316149 1.0644079643 2.8164147808 5.5053015132 5.5222571436 -0.3226457272 5.1023364928 3.5541637137 11.9159383487 10.8002638398
8216 2.2550523838 2.2805069133 4.1016517118 7.2099616959 4.415236934 3.649340785 8.9857143059 7.0186566302 12.5217456631 2.6527633337
8217 2.224062436 4.4188006807 6.5684882831 4.7979444794 4.0747131678 4.8757852145 10.842129184 8.5238952859 12.4872978916 5.2547360729
8218 2.8283346612 3.7515222795 1.2697737498 5.5019486793 3.2026458887 6.1112864154 5.666061716 11.0094687011 17.7382033164 13.0561232111
8219 0.9588171558 2.7673114714 3.1719407075 3.2079596422 1.4782037545 2.8997752931 8.5463990525 4.5115064258 8.580658151 7.0979922444
8220 2.0009459219 1.6357317455 7.0751694218 6.5638593839 4.2653593599 3.0846856321 6.2375341849 6.8573206372 3.7970654875 7.7149440104
8221 5.0552530373 6.6961335465 1.9084186445 6.2806642204 2.9454448009 4.0859676351 12.7610829861 13.2622747379 5.184709393 4.6910132805
8222 4.2491109844 4.5815965504 3.7417633883 5.6098178955 3.4997227335 5.5986833103 9.2585394316 11.0479278807 12.9116757232 9.4049996379
8223 2.3876297475 1.7322973511 4.4930028647 4.6937594979 2.3603059845 0.6835131219 6.6569455684 9.8346596277 10.9621258499 1.8205145756
8224 1.8443113219 2.5136298098 3.4813482959 6.0428916991 5.0233096658 8.2356409026 3.7685215902 10.9733607245 0.4462246679 3.2367006521
8225 1.9163982145 3.2499040015 6.6417459941 3.6957476126 2.7114331529 5.7877691898 8.7142653163 8.7862662201 1.8503431832 2.2303924141
8226 3.6128198905 4.9574979106 1.9604830838 3.8442221879 5.0886769852 2.5116611596 8.3909345228 5.7758259036 12.5564059382 9.341497415
8227 3.1396031429 2.0788378718 0.9831662894 4.4778558173 3.5598510257 2.5498258637 2.8409848319 6.8960654622 10.8773861173 10.7724606704
8228 1.8664138661 1.403324647 4.6103355319 6.6966918713 2.8951512438 4.0787977344 6.9688343632 12.2118343372 10.3301464537 7.2303579719
8229 3.0333525423 3.631278314 2.2380034583 4.0682891088 4.73573037 4.7829237233 0.700181851 9.3201739425 9.0571115548 1.3371845607
8230 2.3358908523 5.1626635306 6.6606895853 6.7362765006 3.3915488551 5.1374839393 5.8899859997 9.7634903092 16.8519806224 13.6306024286
8231 2.8434594355 5.2447513586 0.6390475141 4.3769073511 3.3850868465 1.983398805 7.8004044845 7.9827190471 12.0126336541 3.2596791539
8232 3.040592624 2.9490175953 3.2601842525 3.7106792595 3.8914732531 5.2891328446 6.9713203037 7.7238860805 10.6742280833 9.3793617652
8233 2.2507165692 2.5770094946 3.9467499546 3.0177977045 3.7064591727 2.5259099608 2.4348852343 9.0023930059 7.8587463914 11.914739033
8234 0.7527014793 0.2768890419 4.9356270681 7.042957679 5.8306687573 7.70963879 5.938755401 10.4175094766 9.4182036803 4.2781634071
8235 1.4604792836 2.3693729566 3.8685871792 5.2019476559 2.9791496079 3.9543289141 3.6204082451 12.2620482003 3.054401783 3.5041497573
8236 2.3827047981 7.3130006763 6.9063522357 4.3805108199 1.3962507743 2.8821369856 7.0430368303 7.5025310075 11.9959541331 3.1133424038
8237 4.0093676478 2.7720913142 5.9337181677 9.0364293723 6.3646365184 1.8377051717 4.8635864463 9.2796881783 12.9048026447 1.6825752377
8238 1.8918817087 3.3488216206 5.9917682868 5.3872037419 3.5830733461 4.8559216657 7.1495067005 14.038952485 0.2785099014 2.1932335332
8239 3.469116068 3.5375239327 6.9022546914 5.7546436931 5.05095025 3.0380394089 8.8489884772 12.7558522722 8.1109669526 5.5612464846
8240 -0.2517322742 4.1105993632 4.419957425 3.352428763 3.7799397837 1.6073065521 9.0166198011 8.8288291475 11.6612888636 7.0247998616
8241 1.1163541473 2.7074358405 4.1871273119 4.7447702727 0.5674635796 2.0685769721 4.7424636053 10.82243348 1.1130505553 2.5883567975
8242 2.4102959277 5.9475377939 1.512329588 7.8066971736 5.9810516329 1.950911781 9.7092416182 14.4285375617 8.2548952245 11.0440924329
8243 2.4049382801 6.5698731468 9.1348219706 6.3916220383 4.8237900285 9.6406957527 9.9189596398 11.2824730259 8.0313940548 9.6683230411
8244 0.8426316384 4.0589035905 3.597094469 5.9034503068 4.2381215363 4.0565926295 6.9482591957 -0.4735398577 9.6393050627 4.983302021
8245 3.0535234506 5.9661824668 6.2468954862 7.1222976031 6.5037670405 7.1800163243 9.5843896352 9.1529783465 -0.5682101117 7.9877553027
8246 1.9970209566 4.5067644463 2.0705278848 5.5455381478 1.9931265453 0.8919732781 12.2742342441 9.0052377468 10.1756311115 13.4650902003
8247 2.4737747576 3.2302079572 4.742430702 5.24596607 4.7621395912 6.3322229626 10.016279431 6.9624779805 4.292019884 2.9905391
8248 3.1990511254 2.6283066567 6.0042756101 6.5203789526 4.7243712996 4.7638469373 5.6323458962 12.1148123248 5.5109205795 2.9897193955
8249 3.2347423551 1.9576524056 5.1304511656 1.3417063711 4.0371195424 3.8939821395 7.4804276063 18.8474795012 1.2283691862 4.4352031998
8250 1.7667964269 2.8675960579 2.6358444545 4.1781340466 7.3959548055 3.7461209221 10.4594660818 5.138767191 5.2956897741 6.6842772279
8251 1.9170718623 3.0069861754 4.7735620449 5.6920917092 2.1997342533 3.9412502938 6.8047875248 10.319143255 5.5136128482 4.6570055315
8252 2.7826395012 0.6708192096 6.3925126932 3.2236741374 2.0948144344 2.558002776 8.3970177066 7.4042443108 6.9669466744 7.8935136167
8253 -0.1018173288 0.5247383256 4.8253856518 3.8780123771 2.9748804884 -0.838642607 2.4790990358 1.8277329618 5.4532455998 3.183549837
8254 3.7747151512 4.5854535477 3.4677509103 2.9190956717 4.4827710445 4.2817397441 10.7667301824 9.6011225255 3.0899008081 10.2325760342
8255 2.3371979547 0.8195216938 5.2332662977 8.2702889452 4.854297881 3.634205967 15.8730369973 8.8717268165 5.312843537 8.0888319829
8256 3.1951282035 5.2005314757 3.0553712873 4.6307280734 3.0398262641 1.1974762125 8.2060023032 9.2978449536 13.167356177 5.738098666
8257 2.4598145071 0.4180005673 2.4322258835 3.7494027728 1.6226171047 1.0859765297 7.7290442454 5.6196593264 12.1322089152 8.4463716329
8258 2.8954496186 -0.9557135609 4.3648996559 7.0598938561 3.3783994682 2.9943136612 8.6004566944 7.0857659419 13.8015387074 7.498830226
8259 2.5036794524 1.3192932618 1.9416681928 4.3922028397 5.3872530507 4.4708046253 6.2884363656 4.6032768406 5.2860584183 13.3003987972
8260 3.15301626 4.602489217 4.5653108322 3.3197963314 4.2447275956 2.2054651403 8.6161471719 12.0109745623 11.5640226608 10.434811781
8261 1.9770766892 3.9514128165 6.5374759736 5.0503555603 5.5273108904 2.9077602392 10.192840246 11.9570917385 7.8548252132 7.8709697542
8262 1.7624882435 2.4394554873 4.6043321186 5.8035905069 2.6638740207 1.9299231987 5.1935463912 9.1794785451 0.319805285 2.5300601443
8263 0.5290345634 4.6816420327 3.006354208 5.2764716722 4.1999102429 1.2258250181 9.1227675572 10.2238944482 2.5944382134 3.8485683062
8264 1.9732160122 1.7581879815 5.0703328284 5.5907780878 5.1756512857 3.4785890161 11.6207766044 8.8375900879 6.907654503 7.6449535973
8265 4.2742824333 4.8826583757 1.7286958475 3.7394392384 2.9803363799 3.629193799 0.0613116079 7.9841859718 5.5853685271 7.9386086925
8266 2.8399626138 3.5692193311 4.3234893796 8.9913246804 3.8638921662 2.9699114098 7.6270265306 11.8283942495 14.0236087531 8.7996581215
8267 0.182258589 1.7317207412 3.2927603382 2.7893229909 2.3631628215 2.2531931892 10.6110232459 3.6469011886 0.852639341 7.8772503315
8268 2.1886728219 1.0311035104 4.5381836997 7.4994831794 3.7737523611 5.1006808951 4.7708856298 11.7954422146 10.1348460054 13.341809475
8269 0.7670158816 0.7303683395 3.7092522994 2.2965040813 3.1722375723 2.5501004128 2.5211647794 9.8401691646 10.93472819 3.8270626758
8270 1.54267283 -1.2590230412 2.7480544909 5.5809354831 2.5387428872 -3.0528853469 6.8957241882 11.9870089575 11.3360689691 6.9942840173
8271 1.8997745291 5.0335767346 4.3438594584 8.1804529198 2.2079855661 7.1107459366 6.276331486 13.2459742147 8.6055153224 7.9111708612
8272 2.1645562378 3.5693793689 5.5197965264 3.9661924603 5.0013580867 3.7596975547 11.4895326379 16.9327503378 0.4458945339 1.5722400153
8273 2.739757607 1.7947986591 1.8996995097 4.1581972282 6.2400048882 3.2647474337 13.6293313225 6.5789004319 11.6028864081 20.2048996022
8274 2.1244441643 2.8711235543 2.8592372919 3.8797986059 2.9528230348 1.3228920863 5.8579256877 9.0404380615 2.541827934 6.7409452974
8275 2.4597485557 1.9571901681 3.2148649386 2.543185518 4.2766694923 2.2850971628 6.6703414916 6.3593709026 -1.8663882627 5.0658733228
8276 0.3249959324 2.6397997692 6.1555461895 2.943805309 1.0349679806 1.4506782048 3.4292255796 8.6592513575 9.38291954 5.598491774
8277 3.1853522687 4.1093156617 4.418581915 6.158756532 5.2524645809 1.7287981397 6.9395085489 12.5985303442 5.3030548656 4.6121861992
8278 1.9720534533 1.6109189907 3.8772543772 7.3548163225 4.5046577899 2.4246116555 8.2976081424 6.3895585254 10.1826691215 15.1776400784
8279 1.7413893385 -0.2267264523 2.9344859833 5.4700992781 3.9178345282 0.0858499834 6.6054108712 11.5790649015 13.8288667636 7.8510112795
8280 1.1470457234 3.6813009111 2.4280165366 3.4189901774 4.1887078808 4.6178345284 11.1555736497 7.973469554 7.7523541836 4.7714997237
8281 2.1934174543 6.233807547 5.0582650717 9.0959211749 4.1358551517 5.6533888579 9.0264316572 4.3403556678 18.994170902 3.4730854926
8282 2.453982786 2.1782002427 5.1925375094 2.0373050571 3.3829453338 2.7277861938 6.8995214756 5.7366424023 -3.9798908057 7.0355094553
8283 1.2119061464 0.9053282848 4.7894412272 7.3770740803 0.6193270173 1.5162337842 7.4618807927 7.1498082593 6.7832514761 9.8248623827
8284 4.0923049037 6.2929391578 0.103907829 4.4895892064 3.9554805558 4.0505330083 2.1067093779 5.3495331172 5.7272449732 7.0030115182
8285 1.6369756833 3.971100765 8.1881058741 5.0832160163 3.9885536072 5.2575742147 6.7765176053 5.8387945515 2.4130561299 9.8300649876
8286 0.4136153853 -0.3030811881 5.4761647057 5.4419088647 4.6025342212 4.899283826 4.2265435314 7.931189246 2.2084851503 8.0691539441
8287 2.6763170465 4.3522857942 4.0416385712 5.0616345786 1.2827795065 3.0765932969 9.1510268584 12.2791331716 12.9210955943 7.8623660347
8288 1.5896944105 1.4805503237 4.2990290725 2.6884824341 3.7440334666 2.4581436069 8.1584438771 8.9596926164 9.5350487129 7.8831446834
8289 2.9666035305 0.9467035803 2.175986644 2.6106719435 3.9577133515 1.6063917338 3.1050089701 7.8985629553 11.5594637866 6.9601509375
8290 1.3229325413 4.399298399 6.1466057767 4.0394908324 3.8111989382 3.7815725477 10.984930249 7.5234826946 8.5190754812 5.6065035977
8291 2.6924702134 1.6487100275 3.9319569517 2.1166486994 2.4778814805 3.5449407155 7.1548087321 8.4125388932 9.4380996159 6.417727002
8292 2.4514993997 2.4330211485 3.4867839021 5.0102144542 3.1090702969 4.5318036082 8.8983423321 12.9223894878 5.572864982 11.3777995394
8293 3.1282399244 4.1536781111 3.7900975541 4.8789540796 4.3713264585 4.3356047222 7.1490489752 10.7404848126 9.1549160054 7.290621707
8294 1.4983631437 4.2917088446 4.858468366 5.6795566325 2.6332155752 7.3465995958 8.7917395136 12.8327595675 10.6516408805 7.272699831
8295 2.7885469833 3.1909993373 6.6368711727 5.5413686088 3.5720899522 2.5846631681 4.4756171343 6.2115917863 1.4366632677 1.9863468956
8296 1.4144504701 3.1964988117 4.2454233945 6.0333896462 6.9695687861 2.0172139191 9.5569078091 8.2033991658 5.5439846028 7.677675214
8297 1.5514442235 4.2053675928 4.7371284015 5.8208768822 4.282865198 2.9816742655 9.2116594954 12.9109403241 15.5367108237 4.9849961027
8298 2.0235178366 5.3050802364 5.3243469082 6.1071114126 3.2738640525 2.7647000373 8.198759867 13.3790978813 15.3458766067 8.6409492228
8299 4.3794704432 3.3955432096 4.2160972583 6.4424836807 3.6266226562 3.9911872374 3.3750556759 11.6671658528 13.8981577574 7.7655312708
8300 -0.1502668513 5.9018187178 1.9581673629 2.191301667 2.2830550839 4.2604625355 4.8490901667 10.857378765 -0.7927884389 7.1976735297
8301 1.2920422354 1.227109849 2.5578851808 4.2509802437 1.8355170584 6.4860477267 0.8793746283 8.832821999 3.8248028691 3.7753390905
8302 0.743365246 2.2772574732 4.5569454245 3.9756184495 0.7092557639 2.9489114567 8.2551636577 10.6765886282 5.4090235375 11.4726883474
8303 0.6795300827 0.9172781654 7.2883249107 1.7454459202 3.060597506 3.5115192443 6.0409488055 6.3461421683 -3.0801695684 2.031755201
8304 3.1573418318 2.7905175614 5.6476881445 6.8549890979 5.0203502489 5.860136586 8.9904483827 15.6371948526 8.384937498 13.4157561945
8305 1.3618053704 3.2225801618 5.9860656363 7.5328371826 1.3462527908 3.8827786813 5.5617360332 13.0954876164 7.5917678708 8.9810200248
8306 3.1770068167 1.1744636277 4.7077141201 5.2520442671 4.8664441155 5.5527810991 4.0331208087 4.0270801071 1.006170951 9.157760919
8307 3.2234119465 6.3773741349 0.9532368306 7.0624999501 5.6287636204 3.5187110982 0.5981509947 14.6359050432 12.3170329397 7.5240391742
8308 2.1242559356 2.7248473792 3.741129045 4.895088944 2.9221146431 5.5054766296 0.3437567793 9.6393570726 13.1152764785 2.9560935856
8309 2.2093629936 2.7443969502 4.0178051943 6.0895767794 4.0820529748 2.0028055209 3.7568052859 9.1794441431 12.565513504 5.1675541876
8310 1.7687295552 3.2125382214 1.9402596347 3.8729656115 4.9323576529 4.6718921489 7.2972671023 11.2321004881 19.6153478197 11.3625622473
8311 3.1970824556 2.0804345695 4.3105355282 5.2085715274 6.6157737423 4.7394197717 0.6477432934 13.3837678517 12.1356726034 10.1880839687
8312 0.755853551 2.0818390759 4.3670002591 6.601619654 3.741287703 3.815914773 3.5461105395 10.183229503 10.9998767611 6.1594022649
8313 2.5516949163 3.3983423212 5.5824399265 7.8846922536 3.6655781343 6.1594936954 10.3065731296 11.5240922516 13.2895205749 7.0222042772
8314 0.6791717636 2.444717816 3.0669863246 5.2602267794 3.2654469156 4.700181454 5.2760652989 9.4350460369 16.6572091496 -1.2320211237
8315 2.6926818567 5.6327541798 3.1444650009 5.1624068063 4.4959401312 0.7777192199 8.1742575707 6.7490380246 11.9480647367 0.6167170926
8316 0.1960493588 1.3168249488 4.819863231 7.2288734256 4.9145629342 5.5850123107 5.5896071989 6.6361935492 8.1280564753 10.7274510559
8317 0.4272786007 0.8285247378 0.9761699007 2.3071992007 3.1665436443 5.5177172977 2.2053518948 4.7701873933 -6.2405719765 6.6073726633
8318 0.7970907834 3.8276320739 2.6877810331 4.8399220369 1.5945663748 5.135349131 10.3788398376 4.5622652694 10.211561666 8.1990374993
8319 1.346540165 5.1485195749 3.5770550309 5.3185245637 5.2318115151 6.240221504 1.6531100759 9.9585080468 8.6398918264 5.1386831281
8320 0.9602522051 3.2945394241 3.348981543 8.4407466553 2.9552229412 2.4607107808 8.3431799439 7.0712702312 25.0188191046 9.4434500221
8321 0.0714164116 0.9389415962 2.3139885098 5.1431177225 2.6747946894 2.1633986512 6.6264855487 8.4100438531 10.6206669681 3.5162735668
8322 2.3324429281 0.8838744955 2.1299027817 1.7919172082 2.326140932 3.4676603228 5.5320508155 2.9571665418 0.2035998773 6.211500628
8323 0.8251126902 2.9035157836 3.0939132317 0.0382372499 2.0648739954 6.8007634987 1.5717430762 1.4503110979 -5.7508029727 -0.0985139193
8324 2.3143891512 5.1529873523 3.5428725646 7.7651218938 4.9648390646 3.7526999934 6.3617290949 4.3963530659 10.991405372 7.6400711972
8325 2.8915682911 5.3303413194 3.8580766049 8.9301326097 5.3613703752 5.057346378 7.672326623 9.4717746875 16.8827302902 12.9876100778
8326 0.558646548 2.8178871573 3.7808264144 4.313342512 5.1350515023 2.6947883047 10.5766684119 9.7061234877 10.0431826375 10.8879283191
8327 0.9267781294 7.574084857 4.341094385 5.255983001 4.8770604793 4.5382684042 5.0493753021 12.6100993833 6.9726497775 9.7619911493
8328 2.8217036936 4.8323221223 6.0434715191 6.0177037766 3.3050044101 5.1815211332 13.0182641215 11.5757982652 8.1171442259 7.2192597399
8329 3.9029832166 3.4200982183 4.879828352 6.4202388226 2.8792266223 4.5470161385 8.0124652281 11.3338615988 8.864434195 8.9767681547
8330 1.6058523156 4.5981919994 3.8195226855 2.0150687357 4.5370880873 6.3049603814 3.3360731248 2.8249552069 19.7821071807 0.8979777846
8331 2.3525107926 1.9400826885 4.7872868445 6.2552837627 6.7432713858 4.7472019558 9.3127956004 11.4614546945 15.5821400352 11.696705593
8332 1.6699657612 4.8282715375 4.1393122817 5.8479854281 5.5550374214 1.0880921386 10.9280189399 11.8156148257 9.9502841822 8.7281664692
8333 1.2414325886 -0.1011136814 5.8702873229 4.7465160535 4.0840376256 3.2124979167 9.2522128356 12.6430492884 3.1355003139 7.8398903094
8334 3.224112719 2.8002643505 7.1751371597 6.7792677985 6.1835594078 5.2913022319 8.0816457562 9.7322378581 12.4953530109 10.1263390786
8335 1.3658882515 7.177899617 3.9193104102 4.7451921686 4.6218641453 3.2310105724 -0.0845546735 8.3602050222 8.708803472 0.9454661481
8336 1.5227058907 2.0648624664 3.899663817 4.804527645 1.8281458837 4.8550917796 6.5221935106 14.0155735084 8.6801141796 6.5265156925
8337 1.7120174638 3.6031143405 1.9534853347 3.3062588451 1.5926266501 3.6457835149 3.6614035687 8.7151285331 1.6607993512 3.4271069748
8338 4.7314632913 7.7796041712 5.200699284 9.4520215749 5.0596938161 5.9309072627 6.8827487708 6.4003693107 4.5215573944 15.3593633565
8339 2.2236975136 2.5826836178 1.6686976563 7.3359204504 3.8904118585 4.8917345546 8.0242805093 5.9345002578 22.7791602485 12.392370954
8340 1.0857971914 2.8595379128 2.9332925238 7.6063968125 5.7821143473 5.9325425222 3.1385109454 12.8150770541 1.8960757917 6.385244202
8341 3.6918378451 1.7432669351 4.2604275719 6.733928836 2.3395638675 4.2744451991 7.9828728137 6.3777154445 6.3723556041 3.4636841235
8342 1.142173473 1.0000249295 2.0534426492 1.6481081579 2.4050951192 3.1140959201 4.7196556571 9.6238672843 5.6544004966 12.1390406999
8343 0.9532390112 1.459815709 3.1406909655 4.9079303506 3.6390807083 -0.3093367506 9.164537954 13.3596567028 6.4688245374 10.5083963601
8344 -0.4702507884 2.1471797849 2.7348407235 2.992980723 3.9887895725 6.1741312439 3.4897130479 11.2501758821 5.4616134441 13.3542578504
8345 2.2254320049 2.2858226397 3.7207764724 4.8518564048 3.0282288254 6.3580468911 6.4828493688 8.0590191342 6.1187528473 9.6735359587
8346 4.0798295605 4.3266965819 1.9303151873 6.2020736669 5.4368647651 5.6194357198 1.2368559468 10.9055406717 1.3403473544 0.4087965084
8347 1.6988865922 1.1514149343 6.659035213 4.2442800103 1.5300367494 6.9469999647 8.5106334664 3.3468496893 -1.8675889208 10.7335403113
8348 2.4092173185 6.3958862541 4.4168035498 6.6320283187 4.0269502424 4.1405976918 5.4783441608 12.4587136567 11.1774033766 10.7953061901
8349 1.6790597543 3.8546166677 7.0853913366 5.2610819734 2.9526851659 4.3203951767 10.7956681915 9.7211669903 9.0913763348 10.3067099725
8350 1.0636892911 5.0651479858 5.2622944576 3.3353581051 4.6998671814 4.3458667855 6.1655837184 9.9439798175 5.7774403313 8.4277266999
8351 2.2278093198 0.4835811533 2.5906821246 4.7400448086 3.716175087 5.0519929109 5.8520152535 8.8174153834 3.9786741496 11.9011466281
8352 1.1652670762 -0.2309832514 3.5106721928 5.44113205 1.4924628584 2.9209791002 4.0898592756 10.1929449611 10.3931273213 11.036922576
8353 0.2704171442 3.2120781974 3.3430567601 6.1313609558 3.4093616589 0.3713165223 0.4622817434 4.2750706009 4.9884065485 7.4384159689
8354 2.3716199787 6.4646245905 3.518963237 8.9734302585 4.4003957338 2.7272534647 5.0232161787 11.881751139 1.3346110957 9.8213914239
8355 1.3070361101 6.3689580646 5.3271245334 7.3764549816 4.5939843969 3.1312333352 6.3747546661 10.8789284364 6.4917113952 6.1770763863
8356 4.0335598293 2.5501076254 8.7814648368 6.0032881138 1.8323969241 5.7851727956 3.3001042621 4.1433956538 10.5805257958 11.2463387334
8357 0.4307984083 2.5593067348 2.6114519991 4.0247059179 4.8760084662 3.8630391817 0.1416961232 -2.5032885058 6.2379861529 6.5896554681
8358 0.8356526362 1.6434079856 4.6210774033 5.9166456451 1.1356622132 1.7817766697 0.9693857393 2.2507962761 8.023993166 6.3144138072
8359 1.4549088222 2.7020449057 3.1192607659 8.6022796531 3.523783358 3.5691395534 1.1910544798 7.6324318209 3.5913127152 14.0938731321
8360 2.333187942 3.8039366674 3.905228363 8.0391887303 2.4254738014 3.1855088938 8.9617450211 9.1680762435 12.1841363418 14.5762715445
8361 1.746353065 0.6056208463 4.2407583291 6.1058566161 3.5652320857 5.3473736988 3.8984688772 9.9492528027 3.5985795587 9.0183668907
8362 3.0111165581 3.2972431305 4.1093982082 2.566260446 3.6459986384 1.2488869245 7.2635962003 10.1464373697 15.6694945153 7.2706125876
8363 2.492306335 6.086390143 5.6439150718 7.3708783063 4.3843091697 3.531008283 2.9874214191 4.0982788451 12.6379071715 10.4512250593
8364 2.7406842239 1.0330386086 7.5671432187 8.8221545502 5.9667021678 4.388121914 6.7447090518 11.1652455822 9.7138539815 6.1198337791
8365 0.9804754167 5.0419871926 6.7392008756 2.7000840762 4.7721152206 6.8234970432 0.2151722306 9.0939597228 11.3798415232 8.8065865169
8366 1.495286462 -1.7486103141 6.9465273883 2.6587590518 3.8621307579 2.3611286739 6.9239479898 11.0420209914 9.1114619487 9.5242867205
8367 0.1715235675 3.4290473576 3.820991517 4.3158347982 1.7811562221 5.8629975396 1.816117903 8.2939249219 6.5884425997 7.6816781722
8368 1.9245432633 2.5603319378 5.0119873293 4.2813293732 5.0546839954 2.5103492384 7.9471055347 4.7127985297 5.2605397656 7.0232319936
8369 1.3727983498 1.1709327561 4.1123027355 4.8314201684 6.3113057896 2.1122501915 4.6560123548 10.2382545273 11.5559488103 3.4303166663
8370 0.0293356022 3.4701221699 2.6498669759 5.9373050489 5.4443556583 6.8105907232 7.5399697224 9.316454041 3.4148108461 8.211549364
8371 0.1868345367 1.318125474 5.6948630951 4.9454333128 1.1832802296 3.5257048656 6.6018242608 8.1037415907 10.6973727897 11.2036674167
8372 1.7627487442 4.4754358137 4.3793216424 4.8900000464 5.1526639594 8.10544892 6.8994066025 6.7664215891 9.917251459 1.2031367774
8373 3.3534698066 7.1562871633 9.5457862923 7.5989151525 5.5505222647 7.388497605 9.0516258125 16.414689949 7.6325489455 10.0742644266
8374 -0.6943979994 2.4313305209 5.9238696006 6.6381320308 3.5218743375 5.2713228662 4.0387948422 7.5719002725 5.3267832215 1.6155232046
8375 1.8639997461 -2.650734292 1.8352154418 5.7312383785 3.9997381117 4.0328093034 4.4910261367 5.3041961253 7.7598837763 6.556436233
8376 2.4292446784 2.7127373859 7.0406481162 6.7881806801 2.9842074492 3.1184180106 5.9371495809 12.3750075228 12.6702939562 9.8597366376
8377 1.8424369127 0.52515175 4.8566505182 5.2080257503 1.5445421983 5.0917612914 1.7609056799 11.3012611234 10.0623396968 4.2138125614
8378 2.909643696 1.8206366206 4.4442571019 9.5336079635 8.0527035464 5.4508921461 8.7713309193 9.4259995426 9.9472535489 9.9669122419
8379 2.6181406581 5.3250062028 3.5816219114 7.8974689729 4.419907873 4.6984126162 10.3195983423 15.0586295667 1.6572903859 11.3265264568
8380 1.5205946494 4.4259098152 3.9995273072 8.1776141827 5.4955616931 4.3051947441 4.5931603339 11.9112736278 -1.8314537071 12.7255524174
8381 3.4961175207 0.9435099464 2.8101470257 6.0664708605 3.1182160593 4.3900536386 6.7005455098 8.9265650104 11.4401547684 4.3725229056
8382 2.5323567699 2.1505570628 4.6850827741 6.5387551158 1.6441108908 6.6547448875 6.1624049883 3.4204569799 10.6979378587 5.8270365208
8383 1.5205704683 4.7910266647 2.9007622239 2.8150486828 3.0654576357 3.6451311636 8.7107141598 3.5846977201 -1.441695673 4.1793598927
8384 2.8698317045 4.6891016331 2.3836193181 6.4998666333 5.6060125686 6.1906415766 2.3363518115 10.8520057844 5.4442919407 9.4100179341
